PROP_NAME,PROP_HEADING,AGE,PRICE,CITY,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATITUDE,LONGITUDE,url
Larica Tolly,"3 BHK Flat for sale in Purba Putiary, Kolkata",,30.0 L,Kolkata,"Purba Putiary, Kolkata",1059,2830,"Property for sale in Purba Putiary, Kolkata. This 3 BHK Apartment is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 1. The total number of floors in this building is 5. This Apartment's price is Rs 30.0 L. Homebuyers will also need to pay Rs 0 towards maintenance. The built-up area is 1059 Square feet. This Apartment is strategically located within close distance of famous healthcare centres such as The Church Of The Lamb Of God , Spine Therapy Center, M G DIAGNOSTIC CENTRE, and Sree Krishna Nursing Home. School...",3.0,22.4768118,88.3485022,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOgUr6lvtRkgLS_xfsf5Mo1l_G0OlI8K6yTg&s
Green View Apartment,"2 BHK Flat for sale in Tagore Park, Kolkata",,60.0 L,Kolkata,"Tagore Park, Kolkata",1000,6000,"2 BHK Apartment for sale in Kolkata. This property is in tagore park, which is a coveted investment location. This tastefully designed 2 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 2 BHK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 0. The total number of floors in this Apartment is 3. The price of the Apartment is Rs 60.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1000 Square feet. ...",2.0,22.5215928,88.3956595,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwdhUHf0ReCSvejBYku3E4epGSgIM63UXVrg&s
NBCC Vibgyor Towers,"3 BHK Flat for sale in New Town, Kolkata",,75.0 L,Kolkata,"Action Area I, New Town,Kolkata",1336,5610,"3 BHK Apartment for sale in Kolkata. This property is in New Town, which is a coveted investment location. This tastefully designed 3 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 8. The total number of floors in this Apartment is 14. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1336 Square feet. It has 2 bathroom and 3 bedrooms. Some of the very well-known and reputed speciality ...",3.0,22.5786581,88.4684426,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSPtwY0x1PX5eV7A11pV65nErLDshby19ZlnA&s
"Paddapukur, Bhowanipore,Kolkata","6 BHK Villa for sale in Bhowanipore, Kolkata",,1.8 Cr,Kolkata,"Paddapukur, Bhowanipore,Kolkata",2600,6920,"6 BHK Villa for sale in Bhowanipore, Kolkata with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Villa is in Bhowanipore which is a promising investment destination in Kolkata. This might be your chance to grab the best 6 BHK property for sale in Bhowanipore. The built-up area is 2600 Square feet. This property has provision for 5 bathroom. This property is auspiciously built and is North-facing. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like SSKM & IPGMER Hospital, SSKM & IPGMER Hospital, and IPGM...",6.0,22.5320528,88.3530149,https://images.unsplash.com/photo-1570129477492-45c003edd2be?w=1600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8Mnx8aG91c2V8ZW58MHx8MHx8fDA%3D
Calcutta Green,"2 BHK Flat for sale in Santoshpur, Kolkata",,35.0 L,Kolkata,"Survey Park, Santoshpur,Kolkata",630,5550,"Looking for a good 2 BHK Apartment in Santoshpur, Kolkata? This property is in one of Kolkata's most popular locations. This is a no brokerage property. The property is on floor 2. Total number of floors is 5. This Apartment is available for Rs 35.0 L. This modern unit has a built-up area of 600 Square feet. The carpet area of this Apartment is 580 Square feet. This property has a good view and is East-facing. There are 2 bedrooms and 2 bathroom. It is very close to some of city's best hospitals, such as, Peerless Hospital, Rabindranath Tagore International Institute Of Cardiac Sciences, and M...",2.0,22.4922238,88.3922906,https://images.unsplash.com/photo-1582268611958-ebfd161ef9cf?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MjZ8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
Ashok Avenue,"2 BHK Flat for sale in Netaji Nagar, Kolkata",,32.0 L,Kolkata,"Naktala, Netaji Nagar,Kolkata",704,4540,"Best 2 BHK Apartment for modern-day lifestyle is now available for sale. No brokerage involved, Posted by Owner. Grab this 2 BHK property for sale in one of Kolkata's top location, Netaji Nagar. It is situated on floor 2. The total number of floors in this Apartment is 2. The property price of this unit is Rs 33.0 L. Monthly maintenance costs Rs 700. The carpet area of this unit is 605 Square feet. The built-up area is 704 Square feet. There are 2 bedrooms and 2 bathroom. This property enjoys a good view and is North-facing. It is an ideal location for young families with kids, as this propert...",2.0,22.4738701,88.3619683,https://media.istockphoto.com/id/2157389757/photo/modern-stylish-interior-of-the-living-room-a-room-with-a-brown-modular-sofa-tv-panel-and.webp?a=1&b=1&s=612x612&w=0&k=20&c=b3x9nuv0JxdB8OI-TjMRepybOJLMjvRC1_PYwlnF4G8=
Swastik Apartment,"3 BHK Flat for sale in Jadavpur, Kolkata",,60.0 L,Kolkata,"Jadavpur, Kolkata",840,7140,"3 BHK Apartment for sale in Kolkata. This property is in Jadavpur, which is a coveted investment location. This tastefully designed 3 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 3. The total number of floors in this Apartment is 4. The price of the Apartment is Rs 60.0 L. Monthly maintenance charges come to Rs 0. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 840 Square feet. Some...",3.0,22.495499,88.3709006,https://images.unsplash.com/photo-1580041065738-e72023775cdc?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU0fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
Mahaveer Apartment,"3 BHK Flat for sale in Elgin, Kolkata",,1.3 Cr,Kolkata,"Elgin, Kolkata",1650,7880,"One of the finest property in Park Street is now available for sale. This is a 3 BHK Apartment posted directly by owner. Make it yours now. It is on floor 2. It is a 6 storeyed building. The price of this Apartment is Rs 1.3 Cr. This Apartment is spacious with a built-up area of 1650 Square feet. The carpet area is 1321 Square feet. There are 3 bedrooms and 1 bathroom. Lift facility is also available. This is a gated community. This property ensures you are a quick distance away from the city's best schools such as St Xavier Collegiate School, Birla High School Senior Section, and Modern High ...",3.0,22.5373748,88.3475617,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTem4jAshPAqwp9TFZHOe5Ur3KGxxXWB8-f-A&s
Verdant Verdant Radha,"3 BHK Flat for sale in Jadavpur, Kolkata",,1.4 Cr,Kolkata,"Bikramgarh, Jadavpur,Kolkata",2250,6220,"Looking for a 3 BHK Apartment for sale in Kolkata? Your search ends here. Buy this 3 BHK property in Kolkata's finest location, Golf Green. This is an owner listed property and there is no brokerage involved. It is on floor 3 out of 3 floors. This Apartment is available at a reasonable price of Rs 1.4 Cr. The built up area of this property is 2250 Square feet. There are 3 bedrooms and 3 bathroom. There are a number of reputed schools in the vicinity such as Delhi Public School (Junior School), Future Foundation School, and Serumela Vidyalaya GSFP Bijoygarh. Medical facility is also close at ha...",3.0,22.497554,88.3748206,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwC9Y0cRiHZRz6EQRtPrpglmwQCEHfr7hDusN5aHJzrK6k4TwtlXmII-o&s
Ekta Floral,"3 BHK Flat for sale in Tangra, Kolkata",,1.5 Cr,Kolkata,"Seal Lane, Tangra,Kolkata",1476,10160,"3 BHK Apartment for sale in Kolkata. This property is in Tangra, which is a coveted investment location. This tastefully designed 3 BHK unit is among Kolkata's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Kolkata is on floor 8. The total number of floors in this Apartment is 15. The price of the Apartment is Rs 1.5 Cr. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1476 Square feet. It has 3 bathroom and 3 bedrooms. Some of the ...",3.0,22.5517876,88.3817142,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcKKXF6xtJsA_ckbJDxOlhSCYCSLcUH09pKy6N3BWNu8rcAb8o37DISto&s
Ideal Heights,"3 BHK Flat for sale in Raja Bazar, Kolkata",,1.48 Cr,Kolkata,"Raja Bazar, Kolkata",1700,8710,"Check out this 3 BHK Apartment for sale in Raja Bazar, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 3 BHK Apartment is perfect for a modern-day lifestyle. Raja Bazar is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 15. The total number of floors in this project is 23. The property's price is Rs 1.25 Cr. Residents in this property pay Rs 5500 towards maintenance. This property is a modern-day abode, with 1700 Square feet built-up area. The carpet-...",3.0,22.5727779,88.3716794,https://media.istockphoto.com/id/1344083240/photo/modern-living-room.webp?a=1&b=1&s=612x612&w=0&k=20&c=2XGnOYBA8sH6kdtVwL-H3K9mXLCorltGSqFKztVGNIk=
Golf Green Urban Complex,"2 BHK Flat for sale in Golf Green, Kolkata",,75.0 L,Kolkata,"Golf Green, Kolkata",1100,6820,"One of the finest property in Golf Green is now available for sale. This is a 2 BHK Apartment posted directly by owner. Make it yours now. It is on floor 3. It is a 3 storeyed building. The price of this Apartment is Rs 75.0 L. Other charges when you move into this property include maintenance, which is Rs 800. This Apartment is spacious with a built-up area of 1100 Square feet. The carpet area is 950 Square feet. There are 2 bedrooms and 2 bathroom. This property ensures you are a quick distance away from the city's best schools such as Future Foundation School, Bhawani Music Institution, and...",2.0,22.4913328,88.3618382,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSt2I4DhRjodbgoIeEU-68uTRJTwLA-dQ70NQ&s
Magnolia Oxygen,"2 BHK Flat for sale in Rajarhat, Kolkata",,50.0 L,Kolkata,"Rajarhat, Kolkata",992,5040,"Looking for a 2 BHK Apartment for sale in Kolkata? Your search ends here. Buy this 2 BHK property in Kolkata's finest location, Bishnupur. This is an owner listed property and there is no brokerage involved. This Apartment is available at a reasonable price of Rs 50.0 L. The built up area of this property is 992 Square feet. There are 2 bedrooms and 2 bathroom. There are a number of reputed schools in the vicinity such as United Beat Buster Dance Academy, Dibya Chaya Trust, and Kalaberia School. Medical facility is also close at hand with names like MEDICINE'S WORLD, Linden Health care pvt.ltd...",2.0,22.6231943,88.4437332,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRYDlzQ4omUhG5GLekwsO-jg6BeB2sRTydIruupsiV7roqnnrr2p9a0Wik&s
"Kankurgachi, Kolkata","6 BHK Flat for sale in Kankurgachi, Kolkata",,2.2 Cr,Kolkata,"Kankurgachi, Kolkata",2800,7860,"6 BHK Apartment for sale in Kankurgachi, Kolkata. This 6 BHK unit is available in Kankurgachi and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Kankurgachi. It is on floor 2. The total number of floors is 4. The price of this Apartment is Rs 2.2 Cr. Residents in this project also pay monthly maintenance charges of Rs 0. The built-up area is 2800 Square feet. This property is at a walking distance from Apollo Gleneagles Hospitals, Peerless Hospital, and Co...",6.0,22.5789725,88.3915174,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStjQam3Vm0lIzzory2JNyY0lUrja0HcP_e9w&s
Anurag Abasan,"2 BHK Flat for sale in Tala, Kolkata",,41.0 L,Kolkata,"Tala, Kolkata",900,4550,"Check out this 2 BHK Apartment for sale in Tala, Kolkata. This property is posted by owner and thus there is no need to pay any broker amount. This 2 BHK Apartment is perfect for a modern-day lifestyle. Tala is a promising location in Kolkata and this is one of the finest properties in the area. Buy this Apartment for sale now. It is located on floor 3. The total number of floors in this project is 3. The property's price is Rs 41.0 L. Residents in this property pay Rs 600 towards maintenance. This property is a modern-day abode, with 900 Square feet built-up area. The carpet-area is 720 Squar...",2.0,22.6063508,88.3784257,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcKKXF6xtJsA_ckbJDxOlhSCYCSLcUH09pKy6N3BWNu8rcAb8o37DISto&s
Vinayak Cosmopolis,"1 BHK Flat for sale in New Garia, Kolkata",,35.0 L,Kolkata,"New Garia, Kolkata",651,5380,"Nice and Airy Flat in a safe and secure complex in a residential area within close proximity of Metro, Market etc. More About This Property A 1 BHK Apartment for sale in Garia, Kolkata. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Garia's most desired properties. Contact now for more information. This 1 BHK unit is on floor 4. There are 4 floors in this property. The price of this Apartment is Rs 35.0 L. Each unit has a built-up area of 651 Square feet. There are 1 bedroom. There is provision for 1 bathroom. The Apartme...",1.0,22.4727076,88.3977962,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwC9Y0cRiHZRz6EQRtPrpglmwQCEHfr7hDusN5aHJzrK6k4TwtlXmII-o&s
Triveni Apartment,"2 BHK Flat for sale in Patipukur, Kolkata",,32.0 L,Kolkata,"Patipukur, Kolkata",720,4440,"2 BHK Apartment for sale in Patipukur, Kolkata. This 2 BHK unit is available in Patipukur and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Patipukur. It is on floor 1. The total number of floors is 5. The price of this Apartment is Rs 32.0 L. Residents in this project also pay monthly maintenance charges of Rs 500. It is a good, spacious Apartment unit with carpet area of 680 Square feet. The built-up area is 720 Square feet. There are 2 bedrooms and 2 b...",2.0,22.6065505,88.3952451,https://images.pexels.com/photos/439391/pexels-photo-439391.jpeg?auto=compress&cs=tinysrgb&w=1200
PS Elixir,"3 BHK Flat for sale in Beniapukur, Kolkata",,2.05 Cr,Kolkata,"Beniapukur, Kolkata",1800,11390,"Property for sale in Beniapukur, Kolkata. This 3 BHK Apartment is located in Kolkata's most promising location. This property is posted by owner and there is no brokerage involved. It is on floor 15. The total number of floors in this building is 18. This Apartment is a spacious unit, with carpet area of 1400 Square feet and is ideal for families. The built-up area is 1800 Square feet. The property has 3 bedrooms and 3 bathroom. This Apartment is strategically located within close distance of famous healthcare centres such as Academic Building, Nil Ratan Sircar Medical College, Ramakrishna Mis...",3.0,22.5490749,88.3683399,https://media.istockphoto.com/id/2156751937/photo/modern-3d-render-of-a-contemporary-living-room-interior-design.webp?a=1&b=1&s=612x612&w=0&k=20&c=darIlhtomJuqFxDdqqUTKpORFNYACo7WHfdRhqj8Rxw=
