PROP_NAME,PROP_HEADING,AGE,CITY,PRICE,LOCATION,AREA,PRICE_PER_UNIT_AREA,DESCRIPTION,BHK,LATIUTUDE,LONGITUDE,url
"Naigaon East, Mumbai","4 BHK Independent House for sale in Naigaon East, Mumbai",,Mumbai,2.5 Cr,"Naigaon East, Mumbai",5000,5000,"One of the finest property in Naigaon East is now available for sale. This is a 4 BHK Independent House posted directly by owner. Make it yours now. The price of this Independent House is Rs 2.5 Cr. Other charges when you move into this property include maintenance, which is Rs 0. This Independent House is spacious with a built-up area of 5000 Square feet. This property ensures you are a quick distance away from the city's best schools such as Savitri Devi Memorial Public School, Don Bosco School, and Rashmi International School. It is also close to good and reputed hospitals like PRARAMBH MUL...",4.0,19.0137554,72.8462943,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTZ8fGxpdmluZyUyMHJvb218ZW58MHx8MHx8fDA%3D
"Nehru Nagar, Kurla East,Mumbai","1 BHK Independent House for sale in Kurla East, Mumbai",,Mumbai,1.1 Cr,"Nehru Nagar, Kurla East,Mumbai",620,17740,"1 BHK Independent House for sale in Kurla East, Mumbai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Kurla East which is a promising investment destination in Mumbai. This might be your chance to grab the best 1 BHK property for sale in Kurla East. This 1 BHK Independent House is available at a reasonable price of Rs 1.1 Cr. Residents also need to pay maintenance charges of Rs 0. The built-up area is 620 Square feet. It enjoys a strategic location with many reputed and multispeciality hospitals nearby like Zen M...",1.0,19.061,72.881,https://images.pexels.com/photos/221540/pexels-photo-221540.jpeg?auto=compress&cs=tinysrgb&w=1200
Satyam Shivam Sundaram,"1 RK Flat for sale in Sion, Mumbai",,Mumbai,40.0 L,"Sion East, Sion,Mumbai",390,10260,"1 RK Apartment for sale in Mumbai. This property is in Sion, which is a coveted investment location. This tastefully designed 1 RK unit is among Mumbai's best properties. No brokerage to be paid for this property. This 1 RK property is posted directly by Owner. Contact now for more details. This property in Mumbai is on floor 1. The total number of floors in this Apartment is 7. The price of the Apartment is Rs 40.0 L. Monthly maintenance charges come to Rs 1200. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 390 Square feet. The carpet ...",,19.0276956,72.8913576,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCgib1mqHFf0xP0mgqZIYJGrUwxkzi46H2Og&s
"Korba Mithagar, Wadala,Mumbai","1 BHK Independent House for sale in Wadala, Mumbai",,Mumbai,27.0 L,"Korba Mithagar, Wadala,Mumbai",456,5920,"Looking for a good 1 BHK Independent House in Wadala West, Mumbai? This property is in one of Mumbai's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 27.0 L. This modern unit has a built-up area of 456 Square feet. The carpet area of this Independent House is 365 Square feet. There are 1 bedroom and 3 bathroom. It is very close to some of city's best hospitals, such as, Tata Memorial Hospital, King Edward Memorial Hospital, and Lokmanya Tilak Municipal General Hospital.. Established schools, such...",1.0,19.0105824,72.8483474,https://media.istockphoto.com/id/1990444472/photo/scandinavian-style-cozy-living-room-interior.webp?a=1&b=1&s=612x612&w=0&k=20&c=F5A3eF6myaJpITu5ABnGqNjacGWYskuxeZviU-KpxPE=
 Thawar Mansion Apartment,"1 RK Independent House for sale in Umerkhadi, Mumbai",,Mumbai,1.0 Cr,"Dongri, Umerkhadi,Mumbai",225,44440,"Check out this 1 RK Independent House for sale in Umerkhadi, Mumbai. This property is posted by owner and thus there is no need to pay any broker amount. This 1 RK Independent House is perfect for a modern-day lifestyle. Umerkhadi is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 1.0 Cr. Residents in this property pay Rs 500 towards maintenance. This property is a modern-day abode, with 225 Square feet built-up area. The carpet-area is 200 Square feet. The unit has 1 bedroom and 1 bathroom...",,18.9591749,72.83717,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTMGFidjuKnQ0iSmJouNcdQuo3AC54Ne70CQ&s
Lokhandwala Lady Ratan Tower,"1 BHK Flat for sale in Worli, Mumbai",,Mumbai,1.8 Cr,"Upper Worli, Worli,Mumbai",440,40910,"Looking for a 1 BHK Apartment for sale in Mumbai? Your search ends here. Buy this 1 BHK property in Mumbai's finest location, Worli. This is an owner listed property and there is no brokerage involved. It is on floor 5 out of 23 floors. This Apartment is available at a reasonable price of Rs 1.8 Cr. The built up area of this property is 440 Square feet. It is spacious for a family and this property has a carpet area of 360 Square feet. There are 1 bedroom and 1 bathroom. There are a number of reputed schools in the vicinity such as Cherag’s Magical Makeovers, Nalanda Gyan Mandir, and Nalanda G...",1.0,19.0074111,72.816224,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaYVpaZGn8odKSp7EX8d9Tb-vMbb5lkKp5AA&s
Sai Swapn Bhamini sankul,"2 BHK Independent House for sale in Naigaon East, Mumbai",,Mumbai,49.0 L,"Naigaon East, Mumbai",740,6620,"2 BHK Independent House for sale in Naigaon East, Mumbai with modern-day amenities. This is an owner listed property and thus there is no brokerage involved. The Independent House is in Naigaon East which is a promising investment destination in Mumbai. This might be your chance to grab the best 2 BHK property for sale in Naigaon East. This 2 BHK Independent House is available at a reasonable price of Rs 54.0 L. Residents also need to pay maintenance charges of Rs 2300. It is a very spacious property, spread over 546 Square feet. The built-up area is 740 Square feet. This property has provisio...",2.0,19.0137554,72.8462943,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbK5BVLKsuokYH9ArZvKKJJcrmBFEpw0NWpw&s
"Sarvodaya Nagar, Bhandup West,Mumbai","1 RK Independent House for sale in Bhandup West, Mumbai",,Mumbai,30.0 L,"Sarvodaya Nagar, Bhandup West,Mumbai",220,13640,"Looking for a good 1 RK Independent House in Bhandup West, Mumbai? This property is in one of Mumbai's most popular locations. This is a no brokerage property. Maintenance charges of this property is Rs 0. This Independent House is available for Rs 29.0 L. This modern unit has a built-up area of 220 Square feet. There are 1 bedroom and 0 bathroom. It is very close to some of city's best hospitals, such as, Fortis Hospital Mulund, Fortis Hospital Mulund, and Madhu Polyclinic & Nursing Home (Madhu Hospital). Established schools, such as English Language classes, Podar Jumbo Kids, and GS Shetty I...",,19.1587308,72.940408,https://media.istockphoto.com/id/1990444472/photo/scandinavian-style-cozy-living-room-interior.webp?a=1&b=1&s=612x612&w=0&k=20&c=F5A3eF6myaJpITu5ABnGqNjacGWYskuxeZviU-KpxPE=
"Kanjurmarg West, Mumbai","1 RK Independent House for sale in Kanjurmarg West, Mumbai",,Mumbai,30.0 L,"Kanjurmarg West, Mumbai",220,13640,"1 RK Independent House for sale in Kanjurmarg West, Mumbai. This 1 RK unit is available in Kanjurmarg West and offers a premium lifestyle at the best price. This property is posted by owner and there is no brokerage involved. Contact now, for details. It is a desired purchase for any homebuyer in Kanjurmarg West. The price of this Independent House is Rs 30.0 L. The built-up area is 250 Square feet. There are 1 bedroom and 0 bathroom. This property is at a walking distance from Dr.L.H.Hiranandani Hospital, Fortis Hospital Mulund, and Fortis Hospital Mulund. The city's best schools such as Engl...",,19.1281626,72.9260991,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSFyfi0uf1t-u3cXQDcluS_bcl8FFO8OHHarQ&s
"Tagore Road, Santacruz West,Mumbai","3 BHK Flat for sale in Santacruz West, Mumbai",,Mumbai,5.75 Cr,"Tagore Road, Santacruz West,Mumbai",1250,46000,"3 BHK Apartment for sale in Mumbai. This property is in Santacruz West, which is a coveted investment location. This tastefully designed 3 BHK unit is among Mumbai's best properties. No brokerage to be paid for this property. This 3 BHK property is posted directly by Owner. Contact now for more details. This property in Mumbai is on floor 9. The total number of floors in this Apartment is 12. The price of the Apartment is Rs 5.75 Cr. Monthly maintenance charges come to Rs 8500. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 1250 Square f...",3.0,19.082508,72.8362426,https://images.unsplash.com/photo-1560448204-e02f11c3d0e2?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTZ8fGxpdmluZyUyMHJvb218ZW58MHx8MHx8fDA%3D
"Kondivita, Andheri East,Mumbai","1 RK Independent House for sale in Andheri East, Mumbai",,Mumbai,27.0 L,"Kondivita, Andheri East,Mumbai",150,18000,"1 RK Independent House for sale in Mumbai. This property is in Andheri East, which is a coveted investment location. This tastefully designed 1 RK unit is among Mumbai's best properties. No brokerage to be paid for this property. This 1 RK property is posted directly by Owner. Contact now for more details. The price of the Independent House is Rs 27.0 L. Monthly maintenance charges come to Rs 500. It is best suited for all kinds of families. Because this property is spacious, with a built-up area of 150 Square feet. It has 2 bathroom and 1 bedroom. Some of the very well-known and reputed speci...",,19.1112515,72.8660859,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSt2I4DhRjodbgoIeEU-68uTRJTwLA-dQ70NQ&s
"Vikhroli East, Mumbai","1 RK Independent House for sale in Vikhroli East, Mumbai",,Mumbai,33.0 L,"Vikhroli East, Mumbai",210,15710,"Check out this 1 RK Independent House for sale in Vikhroli East, Mumbai. This property is posted by owner and thus there is no need to pay any broker amount. This 1 RK Independent House is perfect for a modern-day lifestyle. Vikhroli East is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 33.0 L. This property is a modern-day abode, with 210 Square feet built-up area. The carpet-area is 190 Square feet. It is a West-facing property. The unit has 1 bedroom and 0 bathroom. Educational institu...",,19.1172592,72.9355194,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4i9b-AcRZdNA6CVJ1RjEmGLEW8uyD4QSDAUqXfeqYoz3p5jWy4pdTl-I&s
"Aarey Colony, Goregaon East,Mumbai","1 BHK Independent House for sale in Goregaon East, Mumbai",,Mumbai,32.0 L,"Aarey Colony, Goregaon East,Mumbai",645,4960,"Check out this 1 BHK Independent House for sale in Goregaon East, Mumbai. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Independent House is perfect for a modern-day lifestyle. Goregaon East is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 32.0 L. This property is a modern-day abode, with 645 Square feet built-up area. The carpet-area is 540 Square feet. The unit has 1 bedroom and 1 bathroom. Educational institutions are closeby with schoo...",1.0,19.1695389,72.8587902,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR7R0g7vak7sZWKE5sAPTMMaCGPMyr12pD-aw&s
"Sahakar Nagar, Chembur,Mumbai","1 BHK Flat for sale in Chembur, Mumbai",,Mumbai,45.0 L,"Sahakar Nagar, Chembur,Mumbai",269,16730,"A 1 BHK Apartment for sale in Chembur, Mumbai. Posted by Owner, No brokerage involved. This beautifully designed 1 BHK unit with all the modern-day comforts is one of Chembur's most desired properties. Contact now for more information. This 1 BHK unit is on floor 7. There are 14 floors in this property. The price of this Apartment is Rs 45.0 L. Maintenance charges come to Rs 1000. Each unit has a built-up area of 269 Square feet. The carpet area is 269 Square feet. This North-East-facing property has an excellent view. There are 1 bedroom. There is provision for 1 bathroom. The Apartment in Ch...",1.0,19.0652812,72.8943521,https://plus.unsplash.com/premium_photo-1684348962314-64fa628992f0?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MzN8fG1vZGVybiUyMGhvdXNlfGVufDB8fDB8fHww
"Ghartan Pada, Dahisar East,Mumbai","1 BHK Independent House for sale in Dahisar East, Mumbai",,Mumbai,35.0 L,"Ghartan Pada, Dahisar East,Mumbai",560,6250,"Check out this 1 BHK Independent House for sale in Dahisar East, Mumbai. This property is posted by owner and thus there is no need to pay any broker amount. This 1 BHK Independent House is perfect for a modern-day lifestyle. Dahisar East is a promising location in Mumbai and this is one of the finest properties in the area. Buy this Independent House for sale now. The property's price is Rs 35.0 L. This property is a modern-day abode, with 560 Square feet built-up area. Educational institutions are closeby with schools such as Shailendra Education Society, VPM's Vidya Mandir School, and Poorn...",1.0,19.2519433,72.8675191,https://images.unsplash.com/photo-1554995207-c18c203602cb?w=1600&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTl8fGhvdXNlfGVufDB8fDB8fHww
Vitthal Nagar CHS,"1 RK Flat for sale in Borivali East, Mumbai",,Mumbai,43.25 L,"Devipada, Borivali East,Mumbai",240,18020,"One of the finest property in Borivali East is now available for sale. This is a 1 RK Apartment posted directly by owner. Make it yours now. It is on floor 5. It is a 7 storeyed building. The price of this Apartment flat is Rs 43.25 lakhs. This Apartment is spacious with a built-up area of 240 Square feet. The carpet area is 225 Square feet. There are 1 Hall and 1 kitchen and bathroom. This property is opp to Devipada metro station and quick distance away from the best schools such as Childrens Academy Group Of Schools, DS Computer Academy, and durgadevi. It is also close to market,national pa...",,19.2243417,72.8642266,https://images.unsplash.com/photo-1580041065738-e72023775cdc?w=900&auto=format&fit=crop&q=60&ixlib=rb-4.0.3&ixid=M3wxMjA3fDB8MHxzZWFyY2h8MTU0fHxtb2Rlcm4lMjBob3VzZXxlbnwwfHwwfHx8MA%3D%3D
DLH Swapnadeep,"3 BHK Flat for sale in Andheri West, Mumbai",,Mumbai,3.36 Cr,"Azad Nagar, Andheri West,Mumbai",1360,24700,"Three side open, westerly flat. A very spacious apartment and exceptionally Vastu compliant with a premium Car Park and a Gated Society with a Private traffic free road in front of the building. a surprisingly noise and pollution free locality right at the future ready junction of the Versova-Ghatkopar and Bandra-Dahisar Metro stations of DN Nagar. both stations only two minutes walk. Very quiet and pollution free Gated Society. Star Bazaar a five minutes walk. Infinity Mall and PVR at one kilometer. Fun Republic Cinemas at half a kilometer. Andheri Railway Station at two and a half kilometers...",3.0,19.1269102,72.8376484,https://images.pexels.com/photos/2030037/pexels-photo-2030037.jpeg?auto=compress&cs=tinysrgb&w=800
